,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
16,1299.87508,1381.40742,1295.13612,1195.85937,1033.95963,959.09469,862.3307,786.13131,696.14553,648.86214,593.93015,549.19861,497.52226,467.29066,433.18877,404.50215,371.96244,351.35279,328.66167,309.15095,287.40456,272.80032,257.02015,243.23531,228.08573,217.4531,206.11813,196.09395,185.19179,177.27621,168.91633,161.4492,153.38852,147.37877,141.07204,135.39224,129.29288,124.64931,119.79698,115.39699,110.68858,107.04428,103.24656,99.78328,96.0854,93.18609,90.16959,87.40595,84.45847,82.12479,79.69858,77.46757,75.08872,73.19214,71.22043,69.4024,67.46276,65.90991,64.29461,62.80265,61.20867,59.93102,58.60048,57.37085,56.05415,55.00118,53.90272,52.88855,51.79899,50.93358,50.02867,49.1958,48.29688,47.59239,46.85351,46.17785,45.44391,44.88243,44.29118,43.75731,43.17188,42.74347,42.28984,41.89058,41.44594,41.14986,40.834,40.57586,40.28245,40.17377,40.08536
16.2,1313.54498,1397.69501,1308.72767,1207.13919,1041.79466,966.23085,868.39849,791.67015,700.67255,653.34753,598.10417,553.22605,501.08669,470.86181,436.59371,407.81594,374.98725,354.3601,331.54285,311.94961,289.99599,275.35556,259.47047,245.60958,230.30356,219.62784,208.2054,198.11409,187.09138,179.13318,170.70117,163.17668,155.02202,148.97346,142.60766,136.87977,130.70639,126.0289,121.1283,116.68834,111.92102,108.24769,104.41046,100.91404,97.1688,94.2449,91.19593,88.40479,85.41886,83.06444,80.61142,78.35754,75.94719,74.03315,72.03919,70.20208,68.23641,66.66888,65.03503,63.52712,61.91146,60.62149,59.27542,58.03243,56.69757,55.63427,54.5228,53.49743,52.39258,51.51855,50.60273,49.7605,48.84868,48.13706,47.38905,46.70562,45.96077,45.39347,44.79462,44.25437,43.65973,43.22666,42.76677,42.36233,41.90992,41.61021,41.28923,41.02695,40.72702,40.61633,40.5255
16.4,1327.00087,1413.78419,1322.08319,1218.18127,1049.40311,973.15983,874.28061,797.04274,705.04881,657.69322,602.15053,557.13732,504.54448,474.33457,439.90873,411.04814,377.93693,357.29878,334.36143,314.69164,292.53506,277.86322,261.87737,247.94457,232.48484,221.76941,210.2623,200.10665,188.96514,180.96665,172.46438,164.88445,156.63691,150.55117,144.12757,138.35291,132.1062,127.39594,122.44794,117.96892,113.14315,109.44161,105.56547,102.03656,98.24426,95.29636,92.21535,89.39718,86.373,83.99829,81.51876,79.24235,76.80062,74.86947,72.85348,70.99755,69.00592,67.42398,65.77174,64.24807,62.61078,61.30869,59.94722,58.69101,57.33802,56.26455,55.14015,54.10371,52.98359,52.10106,51.17439,50.32289,49.39817,48.67951,47.92241,47.23128,46.47552,45.90246,45.29605,44.74946,44.14559,43.70791,43.24177,42.83219,42.37197,42.06865,41.74254,41.47614,41.16963,41.05692,40.96365
16.6,1340.24991,1429.68158,1335.20982,1228.9936,1056.79336,979.88941,879.98405,802.25521,709.27977,661.90385,606.07321,560.93578,507.89858,477.71138,443.13588,414.20043,380.81294,360.16999,337.11838,317.37782,295.02244,280.32383,264.24128,250.2406,234.62984,223.87801,212.28897,202.07175,190.81316,182.7767,174.20602,166.57253,158.23321,152.1119,145.63176,139.81163,133.49229,128.7504,123.75587,119.23871,114.35493,110.626,106.71156,103.15081,99.31173,96.34044,93.22781,90.38309,87.32084,84.92628,82.42056,80.12198,77.64899,75.70105,73.66326,71.78877,69.77127,68.17517,66.50471,64.96548,63.30662,61.99259,60.61585,59.34658,57.97549,56.89199,55.75476,54.70736,53.57198,52.68107,51.74362,50.88295,49.94533,49.21972,48.45358,47.75482,46.98813,46.40938,45.79544,45.24256,44.62944,44.1872,43.71483,43.30012,42.83207,42.52517,42.19394,41.92341,41.61026,41.49554,41.39977
16.8,1353.29899,1445.3935,1348.1145,1239.58394,1063.97353,986.42711,885.51558,807.31349,713.37073,665.98396,609.87611,564.62475,511.1519,480.99466,446.27719,417.2745,383.61676,362.9749,339.81468,320.00895,297.45883,282.73791,266.56261,252.498,236.73887,225.95385,214.28559,204.00952,192.63554,184.56338,175.92613,168.24096,159.81092,153.65566,147.12023,141.25591,134.86464,130.09227,125.05206,120.49766,115.55632,111.80083,107.84868,104.25674,100.37119,97.3771,94.23329,91.36248,88.26236,85.84839,83.31679,80.99638,78.49226,76.52787,74.46851,72.57573,70.53244,68.92242,67.23392,65.67932,63.99893,62.67317,61.28128,59.9991,58.60994,57.51657,56.36661,55.30836,54.15773,53.25857,52.31041,51.44065,50.49012,49.75766,48.98254,48.27621,47.49858,46.91423,46.29278,45.73366,45.11126,44.66451,44.18593,43.76613,43.2902,42.97975,42.64339,42.36875,42.04891,41.93216,41.83388
17,1366.15467,1460.92606,1360.8039,1249.95981,1070.95146,992.7802,890.88175,812.22334,717.32681,669.93797,613.56307,568.2075,514.30733,484.18679,449.33468,420.27204,386.34986,365.71471,342.4513,322.58582,299.84492,285.10601,268.84183,254.71713,238.81223,227.99717,216.25234,205.9201,194.4324,186.32678,177.62476,169.88976,161.3701,155.18245,148.59296,142.68576,136.22325,131.42151,126.33648,121.74576,116.74732,112.96606,108.97682,105.35434,101.42261,98.4063,95.23174,92.33532,89.19753,86.76459,84.20741,81.86553,79.33041,77.3499,75.26919,73.35839,71.28938,69.66571,67.95932,66.38957,64.68771,63.35041,61.9435,60.64857,59.24136,58.13828,56.97567,55.9067,54.74084,53.83353,52.87474,51.99599,51.03255,50.29333,49.50927,48.79544,48.00686,47.41697,46.78806,46.22273,45.59103,45.13983,44.65505,44.2302,43.74635,43.43239,43.09089,42.81215,42.48556,42.36678,42.26595
17.2,1378.82326,1476.28508,1373.28447,1260.12847,1077.7347,998.9557,896.08888,816.99034,721.15301,673.77019,617.13781,571.68723,517.36769,487.29015,452.31038,423.19475,389.01373,368.39062,345.02927,325.10926,302.18143,287.4287,271.07938,256.89836,240.85025,230.00821,218.18941,207.80364,196.20389,188.06699,179.30198,171.51898,162.91076,156.69229,150.04997,144.10116,137.56811,132.73812,127.60912,122.98299,117.92789,114.12168,110.09593,106.44356,102.46595,99.42803,96.22313,93.30159,90.12631,87.67485,85.0924,82.7294,80.1634,78.16711,76.06529,74.13672,72.04208,70.40501,68.68092,67.09621,65.37292,64.02428,62.60247,61.29495,59.86973,58.75708,57.58192,56.50235,55.32127,54.40594,53.43658,52.54893,51.57259,50.8267,50.03376,49.3125,48.51295,47.91759,47.28125,46.70978,46.06875,45.61314,45.12218,44.6923,44.2005,43.88306,43.53643,43.2536,42.92021,42.79938,42.69597
17.4,1391.31079,1491.47614,1385.5624,1270.09694,1084.33055,1004.96038,901.14306,821.61988,724.85415,677.48481,620.60399,575.06709,520.33577,490.3071,455.20627,426.04428,391.60984,371.00383,347.54957,327.5801,304.4691,289.70655,273.27575,259.04208,242.85326,231.98722,220.09701,209.66029,197.95012,189.7841,180.95786,173.12867,164.43297,158.1852,151.49127,145.50212,138.89923,134.04208,128.86997,124.20931,119.09802,115.26765,111.20599,107.52439,103.50119,100.44224,97.20745,94.26125,91.04868,88.57913,85.97173,83.58796,80.99122,78.97948,76.85676,74.9107,72.79051,71.14029,69.39866,67.7992,66.05454,64.69476,63.25819,61.93822,60.49501,59.37296,58.18535,57.0953,55.899,54.97578,53.99592,53.09947,52.11021,51.35776,50.55598,49.82737,49.01684,48.41608,47.77234,47.19478,46.5444,46.08444,45.58731,45.15244,44.65265,44.33175,43.97999,43.69308,43.35284,43.22997,43.12393
17.6,1403.62301,1506.50458,1397.64369,1279.87198,1090.74603,1010.80076,906.05019,826.11716,728.43492,681.08592,623.96518,578.35014,523.21431,493.23993,458.02435,428.82233,394.13965,373.55555,350.01323,329.99917,306.70866,291.94015,275.43141,261.14867,244.82162,233.93447,221.97534,211.49022,199.67127,191.47821,182.59249,174.7189,165.93677,159.66122,152.91687,146.88866,140.2166,135.3334,130.119,125.42473,120.25769,116.40395,112.30699,108.5968,104.52831,101.44892,98.18465,95.21427,91.96462,89.47741,86.84537,84.44119,81.81383,79.78697,77.6436,75.6803,73.53465,71.87154,70.11254,68.49854,66.73256,65.36183,63.91062,62.57837,61.1172,59.98589,58.78593,57.68552,56.47403,55.54303,54.55274,53.64758,52.64542,51.88648,51.07592,50.34002,49.51851,48.91242,48.26131,47.67771,47.01796,46.5537,46.05042,45.61059,45.10278,44.77846,44.42156,44.13058,43.78343,43.65851,43.54983
17.8,1415.76543,1521.3755,1409.53407,1289.46012,1096.98787,1016.48312,910.81593,830.48722,731.89982,684.57748,627.22485,581.53941,526.00597,496.09093,460.76656,431.53054,396.60465,376.04699,352.42127,332.36733,308.90086,294.1301,277.54687,263.21854,246.75567,235.85022,223.82464,213.29362,201.36747,193.14945,184.20596,176.28974,167.42222,161.12038,154.32682,148.26078,141.52025,136.61206,131.35622,126.62922,121.40689,117.53058,113.3989,109.66077,105.5473,102.44803,99.15472,96.16064,92.87409,90.36967,87.7133,85.28906,82.63122,80.58956,78.42576,76.4455,74.27448,72.59873,70.82253,69.19418,67.40694,66.02546,64.55974,63.21537,61.73628,60.59586,59.38365,58.273,57.04632,56.10767,55.10703,54.19324,53.17818,52.41286,51.59357,50.85046,50.01794,49.4066,48.74816,48.15857,47.48943,47.02091,46.5115,46.06674,45.55088,45.22317,44.86113,44.56609,44.21199,44.08501,43.97365
18,1427.74329,1536.09377,1421.23907,1298.86766,1103.06257,1022.01348,915.44573,834.73491,735.25322,687.96333,630.38637,584.63784,528.71339,498.86234,463.43484,434.17055,399.00627,378.47935,354.7747,334.68542,311.04644,296.27699,279.62263,265.25211,248.65578,237.73478,225.64514,215.07066,203.03891,194.79793,185.79836,177.84124,168.88939,162.56271,155.72112,149.61849,142.81019,137.87807,132.58162,127.82279,122.54562,118.6475,114.48171,110.71628,106.55812,103.43957,100.11764,97.10032,93.77709,91.25588,88.5755,86.13155,83.44335,81.38723,79.20323,77.20628,75.00997,73.32183,71.52861,69.88613,68.07767,66.68564,65.20554,63.8492,62.35222,61.20286,59.97848,58.85772,57.61587,56.66968,55.65876,54.73645,53.70848,52.93687,52.1089,51.35865,50.51513,49.8986,49.23286,48.63733,47.95878,47.48606,46.97053,46.52088,45.99693,45.66586,45.29869,44.99961,44.63849,44.50946,44.39539
18.2,1439.5616,1550.66401,1432.76399,1308.10064,1108.97638,1027.39766,919.94484,838.8649,738.49935,691.2472,633.45303,587.64829,531.33913,501.55636,466.0311,436.744,401.34597,380.85383,357.07456,336.9543,313.14617,298.38145,281.65919,267.2498,250.52233,239.58842,227.43708,216.82154,204.68574,196.42379,187.36979,179.3735,170.33834,163.98828,157.09982,150.96184,144.08643,139.13144,133.79521,129.00543,123.67387,119.75472,115.5554,111.76332,107.56077,104.4235,101.07338,98.03331,94.67358,92.13602,89.43193,86.96863,84.25022,82.17995,79.97599,77.96261,75.7411,74.04083,72.23076,70.57434,68.74473,67.34234,65.848,64.47985,62.965,61.80685,60.57041,59.43966,58.18266,57.22906,56.20792,55.27719,54.23631,53.45851,52.62191,51.86459,51.01005,50.38841,49.7154,49.11399,48.426,47.94913,47.42751,46.97299,46.44093,46.10653,45.73422,45.43111,45.06294,44.93184,44.81503
18.4,1451.22513,1565.09065,1444.11392,1317.16491,1114.73526,1032.64123,924.31829,842.88169,741.64226,694.43269,636.42804,590.57357,533.88571,504.17517,468.55721,439.2525,403.62518,383.17164,359.32185,339.17482,315.20081,300.44409,283.6571,269.21203,252.35571,241.41146,229.2007,218.54648,206.30816,198.02715,188.92036,180.8866,171.76916,165.39713,158.46295,152.29083,145.349,140.37219,134.99699,130.17713,124.79164,120.85223,116.61995,112.80186,108.55523,105.39981,102.02192,98.95957,95.56356,93.01007,90.28258,87.80029,85.05179,82.96772,80.74402,78.71448,76.46786,74.75571,72.92896,71.25881,69.40811,67.99555,66.48709,65.10729,63.57462,62.40783,61.15942,60.0188,58.74667,57.78577,56.75449,55.81543,54.76166,53.97775,53.13258,52.36826,51.50269,50.87602,50.19577,49.58853,48.89108,48.41012,47.88242,47.42307,46.88286,46.54516,46.16772,45.86059,45.48531,45.35215,45.23256
18.6,1462.73843,1579.3779,1455.29376,1326.06605,1120.34498,1037.74953,928.57093,846.78962,744.68589,697.52332,639.3145,593.4164,536.35557,506.72089,471.01503,441.69763,405.84531,385.43396,361.5176,341.34785,317.21112,302.46554,285.61686,271.13925,254.15629,243.2042,230.93628,220.24566,207.90635,199.60817,190.4502,182.38063,173.18193,166.78931,159.81057,153.60551,146.59794,141.60031,136.18696,131.3379,125.89893,121.94001,117.67537,113.8319,109.54149,106.36849,102.96326,99.87909,96.447,93.878,91.12744,88.6265,85.84806,83.7505,81.50729,79.46187,77.19022,75.46644,73.62318,71.93952,70.06777,68.64525,67.1228,65.73151,64.18104,63.00577,61.7455,60.59513,59.30788,58.33981,57.29847,56.35117,55.2845,54.49459,53.64089,52.86965,51.99304,51.3614,50.67395,50.06094,49.35401,48.869,48.33524,47.87111,47.3227,46.98174,46.59917,46.28805,45.90561,45.77037,45.64799
18.8,1474.10584,1593.52976,1466.3082,1334.80947,1125.81105,1042.72769,932.70741,850.59285,747.634,700.52244,642.11541,596.17945,538.75112,509.1956,473.40638,444.08096,408.00777,387.64198,363.66283,343.47425,319.17787,304.44643,287.53902,273.0319,255.92448,244.96696,232.64407,221.91932,209.4805,201.167,191.95942,183.85569,174.57673,168.1649,161.14271,154.90591,147.83327,142.81585,137.36514,132.48774,126.99574,123.01807,118.72164,114.85344,110.51955,107.32952,103.89737,100.79186,97.32389,94.73982,91.96647,89.44725,86.639,84.52827,82.2658,80.20476,77.90818,76.17301,74.31342,72.61645,70.72371,69.29142,67.75511,66.3525,64.78427,63.60066,62.32862,61.16864,59.86628,58.89116,57.83982,56.88439,55.80482,55.009,54.14683,53.36874,52.48108,51.84455,51.14994,50.5312,49.81478,49.32578,48.78597,48.31708,47.76046,47.41627,47.02857,46.71346,46.32382,46.18651,46.06129
19,1485.33148,1607.55003,1477.16173,1343.40033,1131.13877,1047.58065,936.73218,854.29541,750.49023,703.43335,644.83369,598.86531,541.07467,511.60134,475.73304,446.40405,410.11394,389.79688,365.75854,345.55487,321.10182,306.38739,289.42411,274.89042,257.66068,246.70007,234.32434,223.56768,211.03082,202.70378,193.44815,185.31188,175.95365,169.52396,162.45944,156.19207,149.05503,144.0188,138.53155,133.62667,128.0821,124.0864,119.75877,115.86645,111.48939,108.2829,104.82424,101.69787,98.19422,95.59548,92.79968,90.26252,87.4246,85.30103,83.01951,80.94312,78.6217,76.8754,74.99965,73.28957,71.37591,69.93404,68.384,66.97023,65.38428,64.19248,62.90878,61.7393,60.42186,59.4398,58.37855,57.41508,56.32262,55.52097,54.65038,53.86552,52.96681,52.32545,51.62372,50.99931,50.27337,49.78043,49.2346,48.76099,48.19612,47.84873,47.4559,47.13682,46.73993,46.60054,46.47247
19.2,1496.41931,1621.44234,1487.85868,1351.84362,1136.33319,1052.31312,940.64954,857.90113,753.2581,706.2592,647.47219,601.47647,543.32852,513.94011,477.99677,448.6684,412.16518,391.8998,367.80575,347.59057,322.98373,308.28906,291.27267,276.71528,259.3653,248.40384,235.97737,225.19095,212.55751,204.21868,194.91652,186.74931,177.3128,170.86655,163.7608,157.46403,150.26326,145.20921,139.6862,134.7547,129.15799,125.14501,120.78675,116.87095,112.45101,109.2286,105.74387,102.59709,99.05797,96.445,93.62703,91.0723,88.20484,86.06875,83.76842,81.67695,79.33078,77.57359,75.68186,73.95888,72.02436,70.5731,69.00947,67.58469,65.98105,64.78123,63.48595,62.30711,60.9746,59.98572,58.91463,57.94322,56.83787,56.03049,55.15154,54.35999,53.45021,52.80409,52.09528,51.46525,50.72978,50.23294,49.68111,49.20282,48.62967,48.27911,47.88116,47.55813,47.15394,47.01247,46.88151
19.4,1507.37307,1635.21013,1498.40316,1360.14412,1141.39919,1056.92962,944.46358,861.41373,755.94097,709.00304,650.03363,604.0154,545.51487,516.21386,480.19929,450.87553,414.16285,393.95192,369.80544,349.58219,324.82438,310.15206,293.08525,278.50692,261.03874,250.07862,237.60344,226.78939,214.06079,205.71186,196.36468,188.16809,178.65428,172.19277,165.04687,158.72185,151.458,146.3871,140.82912,135.87184,130.22345,126.1939,121.80557,117.86692,113.40442,110.16664,106.65623,103.48952,99.91514,97.28834,94.44853,91.87657,88.97971,86.83142,84.5125,82.40623,80.0354,78.26757,76.36003,74.62437,72.66904,71.20859,69.63149,68.19586,66.57457,65.36687,64.06012,62.87204,61.52449,60.52892,59.44805,58.46879,57.35056,56.53755,55.6503,54.85211,53.93127,53.28047,52.5646,51.92902,51.18399,50.68331,50.1255,49.64256,49.0611,48.70741,48.30433,47.97737,47.56584,47.42229,47.2884
19.6,1518.19635,1648.85667,1508.79917,1368.3064,1146.34142,1061.43449,948.17823,864.83675,758.54209,711.66781,652.52068,606.48446,547.63588,518.42449,482.34228,453.0269,416.10827,395.95437,371.75861,351.5306,326.62452,311.97705,294.86239,280.26581,262.68142,251.72475,239.20284,228.36322,215.54086,207.18351,197.79277,189.56834,179.97819,173.50268,166.31771,159.96557,152.63931,147.55251,141.96032,136.9781,131.27848,127.23309,122.81526,118.85437,114.34961,111.09699,107.56133,104.37515,100.76572,98.1255,95.26415,92.67531,89.7492,87.58902,85.25175,83.13094,80.73555,78.95733,77.03414,75.286,73.30993,71.84048,70.25004,68.80374,67.16483,65.94941,64.63128,63.43409,62.07151,61.06936,59.9788,58.9918,57.86069,57.04214,56.14663,55.3419,54.40997,53.75456,53.03167,52.39059,51.63599,51.13152,50.56774,50.0802,49.4904,49.1336,48.72541,48.39454,47.97561,47.82998,47.69315
19.8,1528.89254,1662.38507,1519.05049,1376.33488,1151.16434,1065.83189,951.79727,868.17362,761.06456,714.25636,654.9359,608.88596,549.69364,520.57387,484.4274,455.12396,418.00274,397.90827,373.66624,353.43662,328.38491,313.76465,296.60465,281.99242,264.29376,253.34256,240.77587,229.91269,216.99795,208.63379,199.20093,190.95018,181.28465,174.79638,167.57338,161.19526,153.80723,148.70547,143.07985,138.07351,132.3231,128.26257,123.8158,119.8333,115.28658,112.01967,108.45917,105.25398,101.60969,98.95647,96.07389,93.46853,90.5133,88.34155,85.98616,83.85107,81.43121,79.64284,77.70419,75.94378,73.94702,72.46877,70.86513,69.4083,67.75182,66.52882,65.19942,63.99325,62.61565,61.60705,60.50686,59.51222,58.36824,57.54424,56.64052,55.82932,54.88632,54.22636,53.49649,52.84996,52.08577,51.57757,51.00785,50.51573,49.91756,49.5577,49.14439,48.80962,48.38326,48.23555,48.09575
20,1539.4649,1675.79827,1529.16078,1384.23379,1155.87225,1070.12578,955.32431,871.4276,763.5114,716.77144,657.28177,611.22212,551.69019,522.66382,486.45626,457.16813,419.84756,399.81473,375.52931,355.30111,330.10631,315.5155,298.31256,283.6872,265.87618,254.93241,242.32281,231.43806,218.43229,210.06288,200.58932,192.31374,182.57377,176.07395,168.81397,162.41096,154.96182,149.84601,144.18772,139.1581,133.35734,129.28237,124.80721,120.80371,116.21534,112.93466,109.34973,106.126,102.44707,99.78124,96.87773,94.2562,91.272,89.08898,86.7157,84.56661,82.12238,80.3241,78.37016,76.59768,74.5803,73.09343,71.47672,70.00954,68.33552,67.1051,65.76452,64.54949,63.1569,62.14196,61.03223,60.03004,58.87319,58.04384,57.13197,56.31438,55.36028,54.69586,53.95904,53.30712,52.53333,52.02143,51.44579,50.94914,50.34258,49.97968,49.56126,49.22261,48.78878,48.63898,48.49618
